需求编号,来源文档和章节,原子需求,对应实施工作包,实现文件或符号,自动化验证,页面PDA打印或性能验证,当前状态,证据链接或位置,产品确认人,确认版本
OBJECT-002,product-design.md 第03节,生产任务T0保留商品采购及需求下单源头,WP02,src/pages/production-fulfillment/model.ts、fixtures.ts、mock-data.json、calculations.ts、boundary-evidence.ts,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史验证说明（非V3证明）：tests/unit/production-fulfillment-calculations.test.ts：共享实例/独立T0/容量；tests/unit/production-fulfillment-boundary-evidence.test.ts：REUSE/SHIPMENT-IDENTITY,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史范围（不可继承）：005/006合并生产单来源；001计算与版本；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已验证仅属原证据版本
OBJECT-003,product-design.md 第03节,合并生产单保留每个来源需求的T0和数量,WP02,src/pages/production-fulfillment/model.ts、fixtures.ts、mock-data.json、calculations.ts、boundary-evidence.ts,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史验证说明（非V3证明）：tests/unit/production-fulfillment-calculations.test.ts：共享实例/独立T0/容量；tests/unit/production-fulfillment-boundary-evidence.test.ts：REUSE/SHIPMENT-IDENTITY,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史范围（不可继承）：005/006合并生产单来源；001计算与版本；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已验证仅属原证据版本
OBJECT-004,product-design.md 第03节,合并生产单明确唯一主跟单及来源跟单,WP02,src/pages/production-fulfillment/model.ts、fixtures.ts、mock-data.json、calculations.ts、boundary-evidence.ts,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史验证说明（非V3证明）：tests/unit/production-fulfillment-calculations.test.ts：共享实例/独立T0/容量；tests/unit/production-fulfillment-boundary-evidence.test.ts：REUSE/SHIPMENT-IDENTITY,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史范围（不可继承）：005/006合并生产单来源；001计算与版本；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已验证仅属原证据版本
OBJECT-005,product-design.md 第03节,准备单复用显示技术版本和复用依据,WP02,src/pages/production-fulfillment/model.ts、fixtures.ts、mock-data.json、calculations.ts、boundary-evidence.ts,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史验证说明（非V3证明）：tests/unit/production-fulfillment-calculations.test.ts：共享实例/独立T0/容量；tests/unit/production-fulfillment-boundary-evidence.test.ts：REUSE/SHIPMENT-IDENTITY,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史范围（不可继承）：005/006合并生产单来源；001计算与版本；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md；tests/unit/production-fulfillment-boundary-evidence.test.ts；001计算与版本独立边界卡,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已验证仅属原证据版本
OBJECT-006,product-design.md 第03节,共享工作全局按实例ID去重,WP02,src/pages/production-fulfillment/model.ts、fixtures.ts、mock-data.json、calculations.ts、boundary-evidence.ts,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史验证说明（非V3证明）：tests/unit/production-fulfillment-calculations.test.ts：共享实例/独立T0/容量；tests/unit/production-fulfillment-boundary-evidence.test.ts：REUSE/SHIPMENT-IDENTITY,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史范围（不可继承）：005/006合并生产单来源；001计算与版本；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已验证仅属原证据版本
OBJECT-007,product-design.md 第03节,共享产出与能力按任务分配不重复占用,WP02,src/pages/production-fulfillment/model.ts、fixtures.ts、mock-data.json、calculations.ts、boundary-evidence.ts,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史验证说明（非V3证明）：tests/unit/production-fulfillment-calculations.test.ts：共享实例/独立T0/容量；tests/unit/production-fulfillment-boundary-evidence.test.ts：REUSE/SHIPMENT-IDENTITY,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史范围（不可继承）：005/006合并生产单来源；001计算与版本；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已验证仅属原证据版本
OBJECT-008,product-design.md 第03节,实发来源不明时不按SPU自动扣减生产任务数量,WP02,src/pages/production-fulfillment/model.ts、fixtures.ts、mock-data.json、calculations.ts、boundary-evidence.ts,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史验证说明（非V3证明）：tests/unit/production-fulfillment-calculations.test.ts：共享实例/独立T0/容量；tests/unit/production-fulfillment-boundary-evidence.test.ts：REUSE/SHIPMENT-IDENTITY,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史范围（不可继承）：005/006合并生产单来源；001计算与版本；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md；tests/unit/production-fulfillment-boundary-evidence.test.ts；001计算与版本独立边界卡,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已验证仅属原证据版本
FLOW-001,product-design.md 第04节,9阶段是展示分类而非固定串行依赖,WP02,src/pages/production-fulfillment/fixtures.ts、timeline.ts、scenarios.ts、boundary-evidence.ts,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史验证说明（非V3证明）：tests/unit/production-fulfillment-calculations.test.ts：31项sum/max网络；tests/unit/production-fulfillment-boundary-evidence.test.ts：返工新增轮次；scripts/check-dds-production-fulfillment.mjs：未知路线收敛,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史范围（不可继承）：001九阶段/组内动作；004路线模拟；REWORK独立算例；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已验证仅属原证据版本
FLOW-002,product-design.md 第04节,适用工作按物料工艺批次实例化，数量动态计算,WP02,src/pages/production-fulfillment/fixtures.ts、timeline.ts、scenarios.ts、boundary-evidence.ts,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史验证说明（非V3证明）：tests/unit/production-fulfillment-calculations.test.ts：31项sum/max网络；tests/unit/production-fulfillment-boundary-evidence.test.ts：返工新增轮次；scripts/check-dds-production-fulfillment.mjs：未知路线收敛,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史范围（不可继承）：001九阶段/组内动作；004路线模拟；REWORK独立算例；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已验证仅属原证据版本
FLOW-003,product-design.md 第04节,待判断与不适用明确区分并保留判定依据,WP02,src/pages/production-fulfillment/fixtures.ts、timeline.ts、scenarios.ts、boundary-evidence.ts,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史验证说明（非V3证明）：tests/unit/production-fulfillment-calculations.test.ts：31项sum/max网络；tests/unit/production-fulfillment-boundary-evidence.test.ts：返工新增轮次；scripts/check-dds-production-fulfillment.mjs：未知路线收敛,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史范围（不可继承）：001九阶段/组内动作；004路线模拟；REWORK独立算例；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已验证仅属原证据版本
FLOW-004,product-design.md 第04节,任务显示计时项与组内动作等不同展开层级计数,WP02,src/pages/production-fulfillment/fixtures.ts、timeline.ts、scenarios.ts、boundary-evidence.ts,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史验证说明（非V3证明）：tests/unit/production-fulfillment-calculations.test.ts：31项sum/max网络；tests/unit/production-fulfillment-boundary-evidence.test.ts：返工新增轮次；scripts/check-dds-production-fulfillment.mjs：未知路线收敛,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史范围（不可继承）：001九阶段/组内动作；004路线模拟；REWORK独立算例；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已验证仅属原证据版本
FLOW-005,product-design.md 第04节,补采补裁返工在发生位置追加有轮次的工作实例,WP02,src/pages/production-fulfillment/fixtures.ts、timeline.ts、scenarios.ts、boundary-evidence.ts,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史验证说明（非V3证明）：tests/unit/production-fulfillment-calculations.test.ts：31项sum/max网络；tests/unit/production-fulfillment-boundary-evidence.test.ts：返工新增轮次；scripts/check-dds-production-fulfillment.mjs：未知路线收敛,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史范围（不可继承）：001九阶段/组内动作；004路线模拟；REWORK独立算例；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md；tests/unit/production-fulfillment-boundary-evidence.test.ts；001计算与版本独立边界卡,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已验证仅属原证据版本
STATE-001,product-design.md 第05节,前置及数量门槛满足后工作才进入可执行,WP02,src/pages/production-fulfillment/calculations.ts、model.ts、fixtures.ts,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史验证说明（非V3证明）：tests/unit/production-fulfillment-calculations.test.ts：完成停表/迟到/批次/订单只源于实发,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史范围（不可继承）：工作抽屉数量、状态、前置和责任起算；实际发货与订单；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已验证仅属原证据版本
STATE-002,product-design.md 第05节,业务状态与时效状态独立，完成仍可显示历史逾期,WP02,src/pages/production-fulfillment/calculations.ts、model.ts、fixtures.ts,V3当前：专项66项测试通过（整组结果，逐条当前断言需绑定）；范围类型0错、外部61项既有错，Vite构建通过。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史验证说明（非V3证明）：tests/unit/production-fulfillment-calculations.test.ts：完成停表/迟到/批次/订单只源于实发,V3：七菜单/详情部分功能检查通过，最终浏览器1050样本检查已完成，但加载失败且其他边界缺证；冷加载/刷新最大429ms/364.099999994ms不通过，目标物料照片未逐一覆盖。V3 来源与界面已变更；旧验收不继承，当前完整浏览器已有1050样本，但加载失败、图片及完整准备关联等边界证据未齐。 历史范围（不可继承）：工作抽屉数量、状态、前置和责任起算；实际发货与订单；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已实现待验证,V3范围/缺口：source-alignment-v3.md；product-design.md 第20.2节；当前目标报告：output/playwright/dds-pf-v3/verification.json（最终1050样本，加载失败，整体不通过）；历史证据（仅原版本）：implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已确认V3业务与界面修正；当前产品接受未发生；Codex仍在实现/验证,V3.0当前工作树；基础HEAD4804328a；未完成性能/图片门禁；历史已验证仅属原证据版本
