需求编号,来源文档和章节,原子需求,对应实施工作包,实现文件或符号,自动化验证,页面PDA打印或性能验证,当前状态,证据链接或位置,产品确认人,确认版本
ACT-S02-08,work-item-catalog.md ACT-S02-08,毛纱要求已就绪时，毛纱调色执行以“要求／样品具备→调色结果”识别该动作的完成事实,WP01/WP02,src/pages/production-fulfillment/catalog.ts、configuration.ts,77条工作目录逐条检查：稳定ID/阶段/适用条件/起止/责任/单据/规则依据非空；scripts/check-dds-production-fulfillment.mjs：目录/详情/匹配配置,配置→工作目录；按候选类型验证定义，不声称每任务77项或77类已接线上；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ACT-S02-09,work-item-catalog.md ACT-S02-09,需面料调色时，面料调色要求提交以“计划确认→调色要求可执行”识别该动作的完成事实,WP01/WP02,src/pages/production-fulfillment/catalog.ts、configuration.ts,77条工作目录逐条检查：稳定ID/阶段/适用条件/起止/责任/单据/规则依据非空；scripts/check-dds-production-fulfillment.mjs：目录/详情/匹配配置,配置→工作目录；按候选类型验证定义，不声称每任务77项或77类已接线上；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ACT-S02-10,work-item-catalog.md ACT-S02-10,面料要求已就绪时，面料调色执行以“要求／样品具备→调色结果”识别该动作的完成事实,WP01/WP02,src/pages/production-fulfillment/catalog.ts、configuration.ts,77条工作目录逐条检查：稳定ID/阶段/适用条件/起止/责任/单据/规则依据非空；scripts/check-dds-production-fulfillment.mjs：目录/详情/匹配配置,配置→工作目录；按候选类型验证定义，不声称每任务77项或77类已接线上；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ACT-S02-11,work-item-catalog.md ACT-S02-11,对应专业结果需审核时，调色审核以“调色提交→指定目标色有效通过”识别该动作的完成事实,WP01/WP02,src/pages/production-fulfillment/catalog.ts、configuration.ts,77条工作目录逐条检查：稳定ID/阶段/适用条件/起止/责任/单据/规则依据非空；scripts/check-dds-production-fulfillment.mjs：目录/详情/匹配配置,配置→工作目录；按候选类型验证定义，不声称每任务77项或77类已接线上；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ACT-S02-12,work-item-catalog.md ACT-S02-12,适用准备输出满足时，技术资料确认以“必要专业结果齐→确认通过”识别该动作的完成事实,WP01/WP02,src/pages/production-fulfillment/catalog.ts、configuration.ts,77条工作目录逐条检查：稳定ID/阶段/适用条件/起止/责任/单据/规则依据非空；scripts/check-dds-production-fulfillment.mjs：目录/详情/匹配配置,配置→工作目录；按候选类型验证定义，不声称每任务77项或77类已接线上；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ACT-S02-13,work-item-catalog.md ACT-S02-13,需形成供生产使用版本时，技术资料发布／放行以“确认完成→有效发布版本”识别该动作的完成事实,WP01/WP02,src/pages/production-fulfillment/catalog.ts、configuration.ts,77条工作目录逐条检查：稳定ID/阶段/适用条件/起止/责任/单据/规则依据非空；scripts/check-dds-production-fulfillment.mjs：目录/详情/匹配配置,配置→工作目录；按候选类型验证定义，不声称每任务77项或77类已接线上；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ACT-S03-01,work-item-catalog.md ACT-S03-01,本任务使用现货／已入库供给时，分配合格库存以“用料确认→来源库存及数量锁定关系”识别该动作的完成事实,WP01/WP02,src/pages/production-fulfillment/catalog.ts、configuration.ts,77条工作目录逐条检查：稳定ID/阶段/适用条件/起止/责任/单据/规则依据非空；scripts/check-dds-production-fulfillment.mjs：目录/详情/匹配配置,配置→工作目录；按候选类型验证定义，不声称每任务77项或77类已接线上；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ACT-S03-02,work-item-catalog.md ACT-S03-02,确认缺口需要采购时，缺口采购下单以“确认采购需求→有效采购单下发”识别该动作的完成事实,WP01/WP02,src/pages/production-fulfillment/catalog.ts、configuration.ts,77条工作目录逐条检查：稳定ID/阶段/适用条件/起止/责任/单据/规则依据非空；scripts/check-dds-production-fulfillment.mjs：目录/详情/匹配配置,配置→工作目录；按候选类型验证定义，不声称每任务77项或77类已接线上；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ACT-S03-03,work-item-catalog.md ACT-S03-03,外部采购时，供应商备货并交出以“有效下单→供应商足量／分批交出”识别该动作的完成事实,WP01/WP02,src/pages/production-fulfillment/catalog.ts、configuration.ts,77条工作目录逐条检查：稳定ID/阶段/适用条件/起止/责任/单据/规则依据非空；scripts/check-dds-production-fulfillment.mjs：目录/详情/匹配配置,配置→工作目录；按候选类型验证定义，不声称每任务77项或77类已接线上；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ACT-S03-04,work-item-catalog.md ACT-S03-04,对应供应商到集货仓段存在时，国内采购运输以“供方交出→集货仓实收”识别该动作的完成事实,WP01/WP02,src/pages/production-fulfillment/catalog.ts、configuration.ts,77条工作目录逐条检查：稳定ID/阶段/适用条件/起止/责任/单据/规则依据非空；scripts/check-dds-production-fulfillment.mjs：目录/详情/匹配配置,配置→工作目录；按候选类型验证定义，不声称每任务77项或77类已接线上；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ACT-S03-05,work-item-catalog.md ACT-S03-05,必须集货或等待转运时，集货与转运准备以“集货仓实收→转运实际出库”识别该动作的完成事实,WP01/WP02,src/pages/production-fulfillment/catalog.ts、configuration.ts,77条工作目录逐条检查：稳定ID/阶段/适用条件/起止/责任/单据/规则依据非空；scripts/check-dds-production-fulfillment.mjs：目录/详情/匹配配置,配置→工作目录；按候选类型验证定义，不声称每任务77项或77类已接线上；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ACT-S03-06,work-item-catalog.md ACT-S03-06,存在跨境段时，跨境运输以“转运出库→目的地到达”识别该动作的完成事实,WP01/WP02,src/pages/production-fulfillment/catalog.ts、configuration.ts,77条工作目录逐条检查：稳定ID/阶段/适用条件/起止/责任/单据/规则依据非空；scripts/check-dds-production-fulfillment.mjs：目录/详情/匹配配置,配置→工作目录；按候选类型验证定义，不声称每任务77项或77类已接线上；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ACT-S03-07,work-item-catalog.md ACT-S03-07,有独立配送段时，目的地配送到仓以“目的地放行→业务仓到仓”识别该动作的完成事实,WP01/WP02,src/pages/production-fulfillment/catalog.ts、configuration.ts,77条工作目录逐条检查：稳定ID/阶段/适用条件/起止/责任/单据/规则依据非空；scripts/check-dds-production-fulfillment.mjs：目录/详情/匹配配置,配置→工作目录；按候选类型验证定义，不声称每任务77项或77类已接线上；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ACT-S03-08,work-item-catalog.md ACT-S03-08,采购到仓时，采购到仓验收以“实到→验收结果及差异确认”识别该动作的完成事实,WP01/WP02,src/pages/production-fulfillment/catalog.ts、configuration.ts,77条工作目录逐条检查：稳定ID/阶段/适用条件/起止/责任/单据/规则依据非空；scripts/check-dds-production-fulfillment.mjs：目录/详情/匹配配置,配置→工作目录；按候选类型验证定义，不声称每任务77项或77类已接线上；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ACT-S03-09,work-item-catalog.md ACT-S03-09,验收后需库存入账时，采购入库以“可入库→实收入库记录”识别该动作的完成事实,WP01/WP02,src/pages/production-fulfillment/catalog.ts、configuration.ts,77条工作目录逐条检查：稳定ID/阶段/适用条件/起止/责任/单据/规则依据非空；scripts/check-dds-production-fulfillment.mjs：目录/详情/匹配配置,配置→工作目录；按候选类型验证定义，不声称每任务77项或77类已接线上；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ACT-S03-10,work-item-catalog.md ACT-S03-10,现货或采购入库需送厂时，调拨安排与待出库以“可调拨／需调拨→调拨安排完成”识别该动作的完成事实,WP01/WP02,src/pages/production-fulfillment/catalog.ts、configuration.ts,77条工作目录逐条检查：稳定ID/阶段/适用条件/起止/责任/单据/规则依据非空；scripts/check-dds-production-fulfillment.mjs：目录/详情/匹配配置,配置→工作目录；按候选类型验证定义，不声称每任务77项或77类已接线上；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ACT-S03-11,work-item-catalog.md ACT-S03-11,调拨具备出库条件时，调拨出库以“出库责任起点→实际出库确认”识别该动作的完成事实,WP01/WP02,src/pages/production-fulfillment/catalog.ts、configuration.ts,77条工作目录逐条检查：稳定ID/阶段/适用条件/起止/责任/单据/规则依据非空；scripts/check-dds-production-fulfillment.mjs：目录/详情/匹配配置,配置→工作目录；按候选类型验证定义，不声称每任务77项或77类已接线上；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ACT-S03-12,work-item-catalog.md ACT-S03-12,已实际出库时，调拨运输以“出库→到目标厂交付”识别该动作的完成事实,WP01/WP02,src/pages/production-fulfillment/catalog.ts、configuration.ts,77条工作目录逐条检查：稳定ID/阶段/适用条件/起止/责任/单据/规则依据非空；scripts/check-dds-production-fulfillment.mjs：目录/详情/匹配配置,配置→工作目录；按候选类型验证定义，不声称每任务77项或77类已接线上；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ACT-S03-13,work-item-catalog.md ACT-S03-13,到厂交付时，目标工厂接收以“交付→目标工厂实收及差异确认”识别该动作的完成事实,WP01/WP02,src/pages/production-fulfillment/catalog.ts、configuration.ts,77条工作目录逐条检查：稳定ID/阶段/适用条件/起止/责任/单据/规则依据非空；scripts/check-dds-production-fulfillment.mjs：目录/详情/匹配配置,配置→工作目录；按候选类型验证定义，不声称每任务77项或77类已接线上；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ACT-S03-14,work-item-catalog.md ACT-S03-14,本土制作且本次需要时，辅料制版／打样以“要求齐→可用于制作的版／样”识别该动作的完成事实,WP01/WP02,src/pages/production-fulfillment/catalog.ts、configuration.ts,77条工作目录逐条检查：稳定ID/阶段/适用条件/起止/责任/单据/规则依据非空；scripts/check-dds-production-fulfillment.mjs：目录/详情/匹配配置,配置→工作目录；按候选类型验证定义，不声称每任务77项或77类已接线上；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ACT-S03-15,work-item-catalog.md ACT-S03-15,本土委托制作时，辅料制作以“版／样／原料满足→制作产出”识别该动作的完成事实,WP01/WP02,src/pages/production-fulfillment/catalog.ts、configuration.ts,77条工作目录逐条检查：稳定ID/阶段/适用条件/起止/责任/单据/规则依据非空；scripts/check-dds-production-fulfillment.mjs：目录/详情/匹配配置,配置→工作目录；按候选类型验证定义，不声称每任务77项或77类已接线上；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ACT-S03-16,work-item-catalog.md ACT-S03-16,目标面料需染色时，面料染色以“色样／原料满足→合格加工产出”识别该动作的完成事实,WP01/WP02,src/pages/production-fulfillment/catalog.ts、configuration.ts,77条工作目录逐条检查：稳定ID/阶段/适用条件/起止/责任/单据/规则依据非空；scripts/check-dds-production-fulfillment.mjs：目录/详情/匹配配置,配置→工作目录；按候选类型验证定义，不声称每任务77项或77类已接线上；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ACT-S03-17,work-item-catalog.md ACT-S03-17,目标面料需印花时，面料印花以“花型／原料满足→合格印花产出”识别该动作的完成事实,WP01/WP02,src/pages/production-fulfillment/catalog.ts、configuration.ts,77条工作目录逐条检查：稳定ID/阶段/适用条件/起止/责任/单据/规则依据非空；scripts/check-dds-production-fulfillment.mjs：目录/详情/匹配配置,配置→工作目录；按候选类型验证定义，不声称每任务77项或77类已接线上；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ACT-S03-18,work-item-catalog.md ACT-S03-18,目标辅料需染色时，辅料染色以“目标色／原料满足→目标色合格辅料”识别该动作的完成事实,WP01/WP02,src/pages/production-fulfillment/catalog.ts、configuration.ts,77条工作目录逐条检查：稳定ID/阶段/适用条件/起止/责任/单据/规则依据非空；scripts/check-dds-production-fulfillment.mjs：目录/详情/匹配配置,配置→工作目录；按候选类型验证定义，不声称每任务77项或77类已接线上；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ACT-S03-19,work-item-catalog.md ACT-S03-19,加工产出须交下一环节时，加工检验与交出以“加工完成→检验及交出确认”识别该动作的完成事实,WP01/WP02,src/pages/production-fulfillment/catalog.ts、configuration.ts,77条工作目录逐条检查：稳定ID/阶段/适用条件/起止/责任/单据/规则依据非空；scripts/check-dds-production-fulfillment.mjs：目录/详情/匹配配置,配置→工作目录；按候选类型验证定义，不声称每任务77项或77类已接线上；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ACT-S03-20,work-item-catalog.md ACT-S03-20,从加工厂进入下一厂／仓时，加工产出接收以“实际交付→指定接收方实收”识别该动作的完成事实,WP01/WP02,src/pages/production-fulfillment/catalog.ts、configuration.ts,77条工作目录逐条检查：稳定ID/阶段/适用条件/起止/责任/单据/规则依据非空；scripts/check-dds-production-fulfillment.mjs：目录/详情/匹配配置,配置→工作目录；按候选类型验证定义，不声称每任务77项或77类已接线上；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ACT-S04-01,work-item-catalog.md ACT-S04-01,存在提前单／合并来源时，来源需求／提前加工单匹配以“正式建单条件满足→匹配确认”识别该动作的完成事实,WP01/WP02,src/pages/production-fulfillment/catalog.ts、configuration.ts,77条工作目录逐条检查：稳定ID/阶段/适用条件/起止/责任/单据/规则依据非空；scripts/check-dds-production-fulfillment.mjs：目录/详情/匹配配置,配置→工作目录；按候选类型验证定义，不声称每任务77项或77类已接线上；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ACT-S04-02,work-item-catalog.md ACT-S04-02,生产方案可确认时，生产单创建确认以“必要输入就绪→生产单有效”识别该动作的完成事实,WP01/WP02,src/pages/production-fulfillment/catalog.ts、configuration.ts,77条工作目录逐条检查：稳定ID/阶段/适用条件/起止/责任/单据/规则依据非空；scripts/check-dds-production-fulfillment.mjs：目录/详情/匹配配置,配置→工作目录；按候选类型验证定义，不声称每任务77项或77类已接线上；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ACT-S04-03,work-item-catalog.md ACT-S04-03,技术路线已放行时，生成／确认生产任务以“生产单具备→工艺任务成立”识别该动作的完成事实,WP01/WP02,src/pages/production-fulfillment/catalog.ts、configuration.ts,77条工作目录逐条检查：稳定ID/阶段/适用条件/起止/责任/单据/规则依据非空；scripts/check-dds-production-fulfillment.mjs：目录/详情/匹配配置,配置→工作目录；按候选类型验证定义，不声称每任务77项或77类已接线上；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ACT-S04-04,work-item-catalog.md ACT-S04-04,任务需选择工厂／负责人时，任务分配以“可分配→有效分配”识别该动作的完成事实,WP01/WP02,src/pages/production-fulfillment/catalog.ts、configuration.ts,77条工作目录逐条检查：稳定ID/阶段/适用条件/起止/责任/单据/规则依据非空；scripts/check-dds-production-fulfillment.mjs：目录/详情/匹配配置,配置→工作目录；按候选类型验证定义，不声称每任务77项或77类已接线上；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ACT-S04-05,work-item-catalog.md ACT-S04-05,任务已分配时，任务下发以“可下发→工厂收到有效任务”识别该动作的完成事实,WP01/WP02,src/pages/production-fulfillment/catalog.ts、configuration.ts,77条工作目录逐条检查：稳定ID/阶段/适用条件/起止/责任/单据/规则依据非空；scripts/check-dds-production-fulfillment.mjs：目录/详情/匹配配置,配置→工作目录；按候选类型验证定义，不声称每任务77项或77类已接线上；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ACT-S05-01,work-item-catalog.md ACT-S05-01,本批料可用时，裁床领料配料以“本批物料齐→配料完成”识别该动作的完成事实,WP01/WP02,src/pages/production-fulfillment/catalog.ts、configuration.ts,77条工作目录逐条检查：稳定ID/阶段/适用条件/起止/责任/单据/规则依据非空；scripts/check-dds-production-fulfillment.mjs：目录/详情/匹配配置,配置→工作目录；按候选类型验证定义，不声称每任务77项或77类已接线上；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ACT-S05-02,work-item-catalog.md ACT-S05-02,路线需要时，拉布／铺布以“布料与任务满足→铺布完成”识别该动作的完成事实,WP01/WP02,src/pages/production-fulfillment/catalog.ts、configuration.ts,77条工作目录逐条检查：稳定ID/阶段/适用条件/起止/责任/单据/规则依据非空；scripts/check-dds-production-fulfillment.mjs：目录/详情/匹配配置,配置→工作目录；按候选类型验证定义，不声称每任务77项或77类已接线上；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ACT-S05-03,work-item-catalog.md ACT-S05-03,任务与布料满足时，裁剪以“裁床可执行→有效裁片输出”识别该动作的完成事实,WP01/WP02,src/pages/production-fulfillment/catalog.ts、configuration.ts,77条工作目录逐条检查：稳定ID/阶段/适用条件/起止/责任/单据/规则依据非空；scripts/check-dds-production-fulfillment.mjs：目录/详情/匹配配置,配置→工作目录；按候选类型验证定义，不声称每任务77项或77类已接线上；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
ACT-S05-04,work-item-catalog.md ACT-S05-04,现场工艺需要时，编号与菲票配套以“裁片输出→编号／菲票关系就绪”识别该动作的完成事实,WP01/WP02,src/pages/production-fulfillment/catalog.ts、configuration.ts,77条工作目录逐条检查：稳定ID/阶段/适用条件/起止/责任/单据/规则依据非空；scripts/check-dds-production-fulfillment.mjs：目录/详情/匹配配置,配置→工作目录；按候选类型验证定义，不声称每任务77项或77类已接线上；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
