源文档,原始行号,所属章节,行意图,对应需求ID或背景,审阅结论,问题ID,原文,审阅范围,源快照SHA256
product-design.md,574,12. 页面、路由和具体操作 / 12.5 团队与工厂大屏：用于安排优先级,设计团队执行/协调队列、优先级和责任统计｜本行：团队统计分别显示自己新增延误、上游带入延误、已追回时间和交付结果；不简单将当前接手任务所有整体逾期都归给该团队。团队人数、工厂属性和权限采用组织,PAGE-015/016/017/018,分类及责任原则成立；应以可执行/需协调互斥视图承载各状态,F02,团队统计分别显示自己新增延误、上游带入延误、已追回时间和交付结果；不简单将当前接手任务所有整体逾期都归给该团队。团队人数、工厂属性和权限采用组织配置，不从用户名猜测。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,576,12. 页面、路由和具体操作 / 12.6 订单履约分析,组织文档或图表语法：12.6 订单履约分析,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,### 12.6 订单履约分析,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,578,12. 页面、路由和具体操作 / 12.6 订单履约分析,设计订单履约双分母分析与5单基准数据｜本行：默认统计“所选实际发货时间内的发货行”；可切“所选全单完成时间内已完成的客户订单”。页头一直显示分母口径。展示订单号、下单时间、实际发货时间、要,PAGE-019；METRIC-004/005；SHIP-006/007,3/5、900/1400正确；基准不能证明跨次/跨来源及取消后关闭,F06,默认统计“所选实际发货时间内的发货行”；可切“所选全单完成时间内已完成的客户订单”。页头一直显示分母口径。展示订单号、下单时间、实际发货时间、要求／实际天数、逾期天数、发货数量、生产来源、发货批次、是否全单完成、对应生产任务是否按期。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,580,12. 页面、路由和具体操作 / 12.6 订单履约分析,设计订单履约双分母分析与5单基准数据｜本行：Mock已有5个已完整发货的客户订单，3个超时：订单超时率60%；按发货件数加权的超时占比900/1400=64.29%。来源为两笔生产任务；不,PAGE-019；METRIC-004/005；SHIP-006/007,3/5、900/1400正确；基准不能证明跨次/跨来源及取消后关闭,F06,Mock已有5个已完整发货的客户订单，3个超时：订单超时率60%；按发货件数加权的超时占比900/1400=64.29%。来源为两笔生产任务；不能用3个超时订单除以10个生产任务。无实际关联的任务进入此页应显示“实际发货后形成订单记录”，而非“订单全部按期”。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,582,12. 页面、路由和具体操作 / 12.7 规则与配置,组织文档或图表语法：12.7 规则与配置,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,### 12.7 规则与配置,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,584,12. 页面、路由和具体操作 / 12.7 规则与配置,定义七种配置、字段、校验和在途发布范围｜本行：配置区,CONFIG-001/002/003/004/005/006/007/008/009/010,配置原则成立；各可编辑能力需对应实际样例与动作，不能仅目录文本,,|配置区|字段和操作|验证约束|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,585,12. 页面、路由和具体操作 / 12.7 规则与配置,组织文档或图表语法：|---|---|---|,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,|---|---|---|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,586,12. 页面、路由和具体操作 / 12.7 规则与配置,定义七种配置、字段、校验和在途发布范围｜本行：阶段与工作目录,CONFIG-007,配置原则成立；各可编辑能力需对应实际样例与动作，不能仅目录文本,,|阶段与工作目录|阶段名称、排序、工作定义、适用条件、归属阶段、可复用结果|阶段排序仅浏览顺序；不能自动成为依赖|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,587,12. 页面、路由和具体操作 / 12.7 规则与配置,定义七种配置、字段、校验和在途发布范围｜本行：单据与事件匹配,CONFIG-001/004,配置原则成立；各可编辑能力需对应实际样例与动作，不能仅目录文本,,|单据与事件匹配|来源系统、单据类型、唯一关联键、明细／批次粒度、起止事件、数量／单位字段、状态翻译|支持一个动作多张单、同单多个事件；匹配测试展示命中与未命中|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,588,12. 页面、路由和具体操作 / 12.7 规则与配置,定义七种配置、字段、校验和在途发布范围｜本行：时效要求,CONFIG-002/003/005,配置原则成立；各可编辑能力需对应实际样例与动作，不能仅目录文本,,|时效要求|工作类型、地区、供给方式、工艺、数量档、标准预算、起止锚点、组上限、里程碑、相对期限|匹配优先级确定；同优先级多条命中报冲突；无命中报缺失|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,589,12. 页面、路由和具体操作 / 12.7 规则与配置,定义七种配置、字段、校验和在途发布范围｜本行：责任规则,CONFIG-006,配置原则成立；各可编辑能力需对应实际样例与动作，不能仅目录文本,,|责任规则|主责任团队／人、接收确认团队、协调跟单、变更有效期|创建人／脚本账号不自动当责任人；缺人进入待指派|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,590,12. 页面、路由和具体操作 / 12.7 规则与配置,定义七种配置、字段、校验和在途发布范围｜本行：依赖与放行,CONFIG-004；CALC-003,配置原则成立；各可编辑能力需对应实际样例与动作，不能仅目录文本,,|依赖与放行|前置工作、输入输出SKU、全量／批次／阈值、资源先后|禁止环、禁止单位未换算、禁止不合格物料释放|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,591,12. 页面、路由和具体操作 / 12.7 规则与配置,定义七种配置、字段、校验和在途发布范围｜本行：风险与数据质量,TIME-001；RISK-008,配置原则成立；各可编辑能力需对应实际样例与动作，不能仅目录文本,,|风险与数据质量|临期阈值、数据有效期、预测来源、升级阈值|自然日口径固定，不允许配置工作日停表|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,592,12. 页面、路由和具体操作 / 12.7 规则与配置,定义七种配置、字段、校验和在途发布范围｜本行：版本与发布,CONFIG-009/010,配置原则成立；各可编辑能力需对应实际样例与动作，不能仅目录文本,,|版本与发布|草稿、样例验证、差异预览、发布、生效范围、停用|保留旧版本；在途任务是否重算有显式范围及记录|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,594,12. 页面、路由和具体操作 / 12.7 规则与配置,给中国采购后本土仓到厂运输规则示例｜本行：示例配置：`MOCK-SLA-CN-TRANSFER-01`，工作=运输到车缝厂、地区CN采购后的ID仓→ID厂、起点=调拨出库确认、终点=工厂,CONFIG-001/004；ACT-S03-12/13,组合终点覆盖工厂实收，但命名/责任仍仅运输，需拆分交付与接收考核,F04,示例配置：`MOCK-SLA-CN-TRANSFER-01`，工作=运输到车缝厂、地区CN采购后的ID仓→ID厂、起点=调拨出库确认、终点=工厂合格实收、要求1天、责任=物流组、协同=收货工厂、单位PCS、适用=对应物流路线，版本MOCK-RULE-V1。中国和印尼不能成为唯一匹配条件，还需要现货／制作／加工和运输段。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,596,12. 页面、路由和具体操作 / 12.7 规则与配置,规定特批到通用匹配优先级、发布冲突和编辑边界｜本行：规则匹配优先顺序建议：明确任务特批（带依据）→完整条件特例→类型与路线→已发布通用规则；同层命中不唯一不猜。发布前用配置的样例检查可算性、循环、,CONFIG-005/008/009/010,条文成立；本次仅确认设计语义，当前实现需另核对,,规则匹配优先顺序建议：明确任务特批（带依据）→完整条件特例→类型与路线→已发布通用规则；同层命中不唯一不猜。发布前用配置的样例检查可算性、循环、冲突、责任和组预算。子项网络7天而组上限5天应阻断发布；不得把总数截成5天，也不得自动把上限改7天。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,598,12. 页面、路由和具体操作 / 12.7 规则与配置,规定特批到通用匹配优先级、发布冲突和编辑边界｜本行：字段配置属于用户已明确要求的业务能力，开放必要编辑。发布和对在途任务生效是有记录的管理动作；本次设计不把它扩展成复杂审批平台。,CONFIG-005/008/009/010,条文成立；本次仅确认设计语义，当前实现需另核对,,字段配置属于用户已明确要求的业务能力，开放必要编辑。发布和对在途任务生效是有记录的管理动作；本次设计不把它扩展成复杂审批平台。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,600,13. 指标口径与颜色规则,组织文档或图表语法：13. 指标口径与颜色规则,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,## 13. 指标口径与颜色规则,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,602,13. 指标口径与颜色规则,定义任务、工作、订单、件数各指标分母和排除项｜本行：指标,METRIC-001/002/003/004/005/006,条文成立；本次仅确认设计语义，当前实现需另核对,,|指标|对象／分母|终止、缺数与去重|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,603,13. 指标口径与颜色规则,组织文档或图表语法：|---|---|---|,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,|---|---|---|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,604,13. 指标口径与颜色规则,定义任务、工作、订单、件数各指标分母和排除项｜本行：在途任务数,METRIC-001,条文成立；本次仅确认设计语义，当前实现需另核对,,|在途任务数|尚未全部实发、未终止的唯一生产任务|不按生产单或工作项重复计|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,605,13. 指标口径与颜色规则,定义任务、工作、订单、件数各指标分母和排除项｜本行：整体已逾期数,METRIC-002,条文成立；本次仅确认设计语义，当前实现需另核对,,|整体已逾期数|有生效截止、当前未满足有效实发范围且已过截止的任务|无截止不能判为正常或逾期；另报待判定|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,606,13. 指标口径与颜色规则,定义任务、工作、订单、件数各指标分母和排除项｜本行：整体预计逾期数,RISK-016；METRIC-002,条文成立；本次仅确认设计语义，当前实现需另核对,,|整体预计逾期数|当前未整体逾期，可靠预测晚于生效截止|预测缺失单列；逾期与风险主分组互斥|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,607,13. 指标口径与颜色规则,定义任务、工作、订单、件数各指标分母和排除项｜本行：工作项超时数,OBJECT-006,条文成立；本次仅确认设计语义，当前实现需另核对,,|工作项超时数|按全局工作实例ID去重，满足正式责任超时|共享工作在不同任务出现不重复计数|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,608,13. 指标口径与颜色规则,定义任务、工作、订单、件数各指标分母和排除项｜本行：剩余应发件数,SHIP-003,条文成立；本次仅确认设计语义，当前实现需另核对,,|剩余应发件数|逐SKU有效应发减有效实发的非负和|禁止用颜色／尺码超发抵另一SKU短发|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,609,13. 指标口径与颜色规则,定义任务、工作、订单、件数各指标分母和排除项｜本行：生产任务按时完成率,METRIC-003,条文成立；本次仅确认设计语义，当前实现需另核对,,|生产任务按时完成率|期间全部实发且可比较的任务中按期任务／可比较完成任务|终止、范围减少后关闭、缺基线分列；不得混入改善分母|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,610,13. 指标口径与颜色规则,定义任务、工作、订单、件数各指标分母和排除项｜本行：客户订单及时率,SHIP-007；METRIC-001,条文成立；本次仅确认设计语义，当前实现需另核对,,|客户订单及时率|期间全单发货完成且要求明确的客户订单中按期订单／可比较订单|按客户订单去重；部分履约、缺要求单列|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,611,13. 指标口径与颜色规则,定义任务、工作、订单、件数各指标分母和排除项｜本行：发货行超时数量占比,METRIC-005,条文成立；本次仅确认设计语义，当前实现需另核对,,|发货行超时数量占比|期间超时实发件数／期间可判定实发件数|不命名为订单数超时率|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,612,13. 指标口径与颜色规则,定义阶段时效统计、数据可判定率和冗余颜色编码｜本行：阶段最大超时／平均耗时,METRIC-007,颜色规则成立；可判定率需分当前/预测/订单对象，阶段指标补可达分析层,F11;F13,|阶段最大超时／平均耗时|同类型、同起止事件的可比较样本|展示样本数、范围、最大值；均值不掩盖最长尾部|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,613,13. 指标口径与颜色规则,定义阶段时效统计、数据可判定率和冗余颜色编码｜本行：数据可判定率,缺数据可判定率原子项,颜色规则成立；可判定率需分当前/预测/订单对象，阶段指标补可达分析层,F11;F13,|数据可判定率|相关对象中具备必要关联、规则和事实的数量／全部相关对象|必须与风险卡同时可见，不能把缺数据染成绿色|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,615,13. 指标口径与颜色规则,定义阶段时效统计、数据可判定率和冗余颜色编码｜本行：颜色：红色=已超时／错误阻断，橙黄色=预计超时／需追回／临期，蓝色=执行中／信息，绿色=完成且满足要求，灰色=未开始／不适用／未知。未知配问号和,METRIC-007/008；缺数据可判定率独立项,颜色规则成立；可判定率需分当前/预测/订单对象，阶段指标补可达分析层,F11;F13,颜色：红色=已超时／错误阻断，橙黄色=预计超时／需追回／临期，蓝色=执行中／信息，绿色=完成且满足要求，灰色=未开始／不适用／未知。未知配问号和文字，已完成但曾超时配绿色业务完成＋红色历史超时标签。对色觉差异使用线型、图标和文字冗余表达。时间区间统计明确左闭右开，避免相邻报表边界重复。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,617,14. 数据契约、关联与质量处理,组织文档或图表语法：14. 数据契约、关联与质量处理,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,## 14. 数据契约、关联与质量处理,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,619,14. 数据契约、关联与质量处理 / 14.1 每一工作项的最小完整字段,组织文档或图表语法：14.1 每一工作项的最小完整字段,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,### 14.1 每一工作项的最小完整字段,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,621,14. 数据契约、关联与质量处理 / 14.1 每一工作项的最小完整字段,列工作项最小字段契约｜本行：字段组,DATA-001/004/006/007/008；RISK-001；TIME-011,字段覆盖较完整；必须按二级区域呈现而非一次平铺,F02,|字段组|必须呈现或明确未知的字段|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,622,14. 数据契约、关联与质量处理 / 14.1 每一工作项的最小完整字段,组织文档或图表语法：|---|---|,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,|---|---|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,623,14. 数据契约、关联与质量处理 / 14.1 每一工作项的最小完整字段,列工作项最小字段契约｜本行：身份,OBJECT-001/003/005,字段覆盖较完整；必须按二级区域呈现而非一次平铺,F02,|身份|任务、需求、生产／准备单、工作类型／实例、阶段、轮次、物料／SKU／批次|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,624,14. 数据契约、关联与质量处理 / 14.1 每一工作项的最小完整字段,列工作项最小字段契约｜本行：适用,FLOW-003；DATA-004,字段覆盖较完整；必须按二级区域呈现而非一次平铺,F02,|适用|适用／不适用／待判断、条件证据、判断负责人及截止|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,625,14. 数据契约、关联与质量处理 / 14.1 每一工作项的最小完整字段,列工作项最小字段契约｜本行：单据,DATA-001/004,字段覆盖较完整；必须按二级区域呈现而非一次平铺,F02,|单据|来源系统、单据号、明细／物流批次、事件ID、来源更新时间、深链|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,626,14. 数据契约、关联与质量处理 / 14.1 每一工作项的最小完整字段,列工作项最小字段契约｜本行：责任,ROLE-001；CONFIG-006,字段覆盖较完整；必须按二级区域呈现而非一次平铺,F02,|责任|主责任团队、主责任人、执行工厂、接收确认方、主跟单、责任生效历史|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,627,14. 数据契约、关联与质量处理 / 14.1 每一工作项的最小完整字段,列工作项最小字段契约｜本行：依赖,STATE-001；CALC-002,字段覆盖较完整；必须按二级区域呈现而非一次平铺,F02,|依赖|前置工作、前置事件、要求数量与单位、可分批门槛、替代条件|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,628,14. 数据契约、关联与质量处理 / 14.1 每一工作项的最小完整字段,列工作项最小字段契约｜本行：标准,TIME-011；CONFIG-002,字段覆盖较完整；必须按二级区域呈现而非一次平铺,F02,|标准|命中规则、预算、起止锚点、原始／当前基线日期、阶段上限及规则版本|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,629,14. 数据契约、关联与质量处理 / 14.1 每一工作项的最小完整字段,列工作项最小字段契约｜本行：实际,RISK-001,字段覆盖较完整；必须按二级区域呈现而非一次平铺,F02,|实际|计划可进入、实际可执行、实际开始、部分完成记录、最终完成、状态和数量|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,630,14. 数据契约、关联与质量处理 / 14.1 每一工作项的最小完整字段,列工作项最小字段契约｜本行：时效,RISK-007/008,字段覆盖较完整；必须按二级区域呈现而非一次平铺,F02,|时效|已用自然日、最终实际自然日、实际逾期、预测结束／方法／可信度、预计延误、需追回|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,631,14. 数据契约、关联与质量处理 / 14.1 每一工作项的最小完整字段,列工作项最小字段契约｜本行：数量,MATERIAL-011；SHIP-003,字段覆盖较完整；必须按二级区域呈现而非一次平铺,F02,|数量|原要求、正式调整、有效要求、合格完成、不合格／返工、已交出、实收、可用、剩余、单位|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,632,14. 数据契约、关联与质量处理 / 14.1 每一工作项的最小完整字段,列工作项最小字段契约｜本行：审计,DATA-001,字段覆盖较完整；必须按二级区域呈现而非一次平铺,F02,|审计|业务发生时间、系统记录时间、纠错时间、操作者、依据、旧新值、跟进记录|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,634,14. 数据契约、关联与质量处理 / 14.1 每一工作项的最小完整字段,保留多来源明细批次及明确关联优先级｜本行：来源业务多张单据不能扁平覆盖成最后一张单。采购、物流、入库、调拨、工厂接收至少保留明细／批次关系及每段数量分配。相同款式多笔需求，需求明细ID优,MATERIAL-009；OBJECT-008；DATA-004,条文成立；本次仅确认设计语义，当前实现需另核对,,来源业务多张单据不能扁平覆盖成最后一张单。采购、物流、入库、调拨、工厂接收至少保留明细／批次关系及每段数量分配。相同款式多笔需求，需求明细ID优先于SPU文本匹配；无法确定归属必须待处理。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,636,14. 数据契约、关联与质量处理 / 14.2 事件与重复纠错,组织文档或图表语法：14.2 事件与重复纠错,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,### 14.2 事件与重复纠错,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,638,14. 数据契约、关联与质量处理 / 14.2 事件与重复纠错,规定原系统事件共源、重复乱序纠错及快照刷新｜本行：使用原系统已存在的事实，不新建一套与PDA独立的手工完成账。来源事件至少含唯一ID、业务对象及明细、发生时刻、记录时刻、数量单位、前后状态和更正,DATA-001/002/003/005/006；UX-002,条文成立；本次仅确认设计语义，当前实现需另核对,,使用原系统已存在的事实，不新建一套与PDA独立的手工完成账。来源事件至少含唯一ID、业务对象及明细、发生时刻、记录时刻、数量单位、前后状态和更正关系。重复事件不重复计数，乱序接收按业务发生时刻还原；晚补记录更新当前事实并标记补录，不覆盖此前预警历史。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,640,14. 数据契约、关联与质量处理 / 14.2 事件与重复纠错,规定原系统事件共源、重复乱序纠错及快照刷新｜本行：原型内仅需能解释这些场景的Mock和轻交互，不为此建设消息队列、事件平台或复杂同步服务。页面显示“数据截至…／规则版本…／预测版本…”，所有视图,DATA-001/002/003/005/006；UX-002,条文成立；本次仅确认设计语义，当前实现需另核对,,原型内仅需能解释这些场景的Mock和轻交互，不为此建设消息队列、事件平台或复杂同步服务。页面显示“数据截至…／规则版本…／预测版本…”，所有视图读取同一快照；筛选或刷新后一次性更新列表、卡片、公式与图形。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,642,14. 数据契约、关联与质量处理 / 14.3 数据异常及恢复,组织文档或图表语法：14.3 数据异常及恢复,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,### 14.3 数据异常及恢复,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,644,14. 数据契约、关联与质量处理 / 14.3 数据异常及恢复,列出数据问题、显示与负责方恢复｜本行：问题,DATA-004/007/008；UX-001；SOURCE-001,问题分类合理；缺独立事项ID/期限/状态及可操作恢复闭环,F12,|问题|当页显示|处理人／恢复条件|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,645,14. 数据契约、关联与质量处理 / 14.3 数据异常及恢复,组织文档或图表语法：|---|---|---|,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,|---|---|---|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,646,14. 数据契约、关联与质量处理 / 14.3 数据异常及恢复,列出数据问题、显示与负责方恢复｜本行：准备单未关联需求,SOURCE-001,问题分类合理；缺独立事项ID/期限/状态及可操作恢复闭环,F12,|准备单未关联需求|“准备来源待关联”，不能按款式自动归属|跟单／商品中心确认关系|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,647,14. 数据契约、关联与质量处理 / 14.3 数据异常及恢复,列出数据问题、显示与负责方恢复｜本行：工作责任缺失,DATA-004；CONFIG-006,问题分类合理；缺独立事项ID/期限/状态及可操作恢复闭环,F12,|工作责任缺失|“待指派”，进入对应协调队列|组织负责人设置有效责任|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,648,14. 数据契约、关联与质量处理 / 14.3 数据异常及恢复,列出数据问题、显示与负责方恢复｜本行：区域／供给方式未知,TIME-013/014,问题分类合理；缺独立事项ID/期限/状态及可操作恢复闭环,F12,|区域／供给方式未知|显示合法路线范围与判断期限|采购／跟单确认|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,649,14. 数据契约、关联与质量处理 / 14.3 数据异常及恢复,列出数据问题、显示与负责方恢复｜本行：有库存但未分配,MATERIAL-003,问题分类合理；缺独立事项ID/期限/状态及可操作恢复闭环,F12,|有库存但未分配|“库存可见，任务可用待确认”|仓库确认分配|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,650,14. 数据契约、关联与质量处理 / 14.3 数据异常及恢复,列出数据问题、显示与负责方恢复｜本行：入库数量高于采购量,DATA-007,问题分类合理；缺独立事项ID/期限/状态及可操作恢复闭环,F12,|入库数量高于采购量|展示差异，不静默截断或强行完结|采购／仓库确认超收或来源纠错|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,651,14. 数据契约、关联与质量处理 / 14.3 数据异常及恢复,列出数据问题、显示与负责方恢复｜本行：下游先完成但无合法前置,DATA-003,问题分类合理；缺独立事项ID/期限/状态及可操作恢复闭环,F12,|下游先完成但无合法前置|提示依赖／补录异常，不删除真实事实|来源方补录或修正关联|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
